Student_ID,GPA,Credit_Hours_Completed,Courses_Passed,Courses_Failed,Interest_Area,Attendance_Rate,Study_Hours_Per_Week,Previous_Semester_GPA,Track
STU0150,2.66,100,CS202|CS330|CS340|CS350|CS360|CS440|CS450|ENG210|ENG301|ENG320|MATH202,None,forensics,100.0,14.4,2.6,Cybersecurity
STU0151,3.82,136,CS201|CS301|CS302|CS401|CS410|CS430|ENG320|MATH201|MATH301|MATH302,None,neural networks,91.4,29.6,3.94,AI
STU0152,3.73,119,CS102|CS301|CS302|CS401|CS410|CS430|ENG201|MATH101|MATH201|MATH301|MATH302|MATH310,None,neural networks,98.3,15.5,3.83,AI
STU0153,3.7,118,CS201|CS301|CS302|CS310|CS320|CS401|CS430|MATH101|MATH201|MATH301|MATH302,None,robotics,92.3,7.3,3.67,AI
STU0154,2.87,119,CS202|CS301|CS310|CS330|CS350|CS401|CS420|ENG310|MATH201|MATH202|MATH301|MATH320,CS410,business intelligence,100.0,14.2,2.63,Data_Science
STU0155,3.15,121,CS101|CS210|CS301|CS350|CS420|CS430|CS450|ENG102|ENG201|ENG210|ENG220|ENG301|ENG310|MATH102|MATH320,None,AWS,97.4,11.2,2.79,Cloud_Computing
STU0156,3.84,90,CS102|CS301|CS310|CS330|CS350|CS401|CS420|CS440|ENG201|ENG320|MATH102|MATH201|MATH202|MATH320,None,visualization,91.3,21.3,3.75,Data_Science
STU0157,2.75,138,CS101|CS202|CS210|CS220|CS301|CS310|CS340|CS350|CS360|CS430|CS450|ENG220|ENG310|ENG320|MATH201|MATH202,CS410,routing,96.8,5.7,2.64,Networks
STU0158,2.95,67,CS101|CS210|CS220|CS301|CS302|CS310|CS320|CS420|CS430|ENG201,None,software design,93.3,15.8,2.83,Software_Engineering
STU0159,3.29,62,CS102|CS210|CS220|CS310|CS320|CS330|CS360|CS420|CS430|ENG210,None,mobile apps,82.6,24.2,3.17,Software_Engineering
STU0160,3.91,129,CS102|CS210|CS220|CS301|CS302|CS401|CS410|CS440|ENG102|MATH101|MATH102|MATH201|MATH202|MATH301|MATH302,None,robotics,100.0,25.3,3.88,AI
STU0161,3.57,81,CS301|CS330|CS401|CS410|CS430|ENG101|MATH201|MATH301|MATH302|MATH320,None,deep learning,89.0,20.1,3.42,AI
STU0162,2.45,136,CS210|CS220|CS302|CS320|CS340|CS350|CS401|CS420|CS430|ENG201|ENG210|MATH202|MATH301,None,agile,75.0,19.0,2.48,Software_Engineering
STU0163,3.52,95,CS101|CS102|CS201|CS302|CS340|CS360|CS420|CS430|CS450|ENG101|ENG310|ENG320|MATH202|MATH302,None,cryptography,98.8,18.3,3.54,Cybersecurity
STU0164,2.86,106,CS101|CS102|CS340|CS350|CS360|ENG102|ENG220|ENG301|ENG310|ENG320|MATH202,CS430,firewalls,93.2,8.1,2.9,Cybersecurity
STU0165,3.16,118,CS220|CS301|CS310|CS320|CS420|CS430|CS440|ENG210|ENG220|ENG301|ENG320|MATH302|MATH310,None,testing,94.8,10.8,3.12,Software_Engineering
STU0166,2.01,60,CS102|CS210|CS220|CS310|CS320|CS330|CS420|CS430|ENG102|ENG210|MATH301,CS202|CS401|ENG201,testing,86.9,14.4,2.07,Software_Engineering
STU0167,3.62,118,CS102|CS201|CS210|CS301|CS330|CS340|CS350|CS420|CS430|CS450|ENG201|ENG310|MATH102|MATH202|MATH302,None,AWS,83.7,24.6,3.8,Cloud_Computing
STU0168,3.21,80,CS102|CS301|CS302|CS401|CS410|CS420|CS430|ENG201|ENG220|MATH101|MATH102|MATH201|MATH202|MATH301|MATH302,None,neural networks,74.0,22.1,3.28,AI
STU0169,3.19,64,CS101|CS210|CS220|CS310|CS320|CS330|CS340|CS420|CS430|CS440|ENG101|ENG301|MATH302|MATH320,None,web development,76.7,14.6,3.23,Software_Engineering
STU0170,2.62,112,CS202|CS210|CS301|CS330|CS401|CS410|CS420|CS450|ENG101|MATH101|MATH201|MATH301|MATH302|MATH310,CS320|MATH320,neural networks,73.8,5.2,2.32,AI
STU0171,3.15,87,CS210|CS302|CS310|CS320|CS340|CS350|CS420|CS430|CS450|ENG102|ENG201|ENG210|ENG310|ENG320|MATH201|MATH302,None,AWS,85.3,18.8,3.1,Cloud_Computing
STU0172,3.75,78,CS201|CS210|CS301|CS330|CS401|CS440|CS450|MATH201|MATH301|MATH320,None,ML,95.2,15.3,4.0,Data_Science
STU0173,3.67,85,CS101|CS102|CS201|CS202|CS340|CS350|CS360|CS450|ENG102|ENG201|ENG310|ENG320|MATH102|MATH301,None,IoT,90.6,11.9,3.69,Networks
STU0174,2.46,79,CS210|CS320|CS340|CS350|CS420|CS430|CS450|ENG210|ENG310|ENG320|MATH101|MATH201|MATH202|MATH302,CS360,protocols,93.7,14.5,2.27,Networks
STU0175,3.36,105,CS102|CS202|CS220|CS302|CS340|CS350|CS360|CS450|ENG201|ENG220|ENG310|MATH202|MATH301|MATH310|MATH320,None,cryptography,95.0,22.4,3.78,Cybersecurity
STU0176,3.23,120,CS201|CS301|CS320|CS330|CS401|CS440|ENG301|MATH102|MATH201|MATH301|MATH302|MATH320,None,data analysis,87.3,16.6,3.22,Data_Science
STU0177,3.27,97,CS220|CS340|CS350|CS360|CS420|CS430|CS440|CS450|ENG101|ENG210|ENG310|ENG320|MATH201|MATH202|MATH302,None,ethical hacking,99.0,17.6,3.43,Cybersecurity
STU0178,3.24,118,CS101|CS301|CS302|CS350|CS360|CS401|CS410|CS420|MATH101|MATH201|MATH301|MATH302,None,robotics,83.7,21.0,3.39,AI
STU0179,2.95,68,CS202|CS210|CS310|CS320|CS340|CS401|CS420|CS430|CS450|ENG201|ENG210|ENG220|ENG301|MATH201,CS350,web development,85.1,11.9,3.09,Software_Engineering
STU0180,2.18,118,CS202|CS320|CS340|CS350|CS450|ENG101|ENG201|ENG310|ENG320|MATH202,CS420|MATH101,routing,98.0,9.5,2.03,Networks
STU0181,3.83,99,CS210|CS340|CS350|CS401|CS450|ENG101|ENG102|ENG210|ENG220|ENG310|MATH301,None,containers,96.5,19.9,4.0,Cloud_Computing
STU0182,3.83,83,CS202|CS220|CS340|CS350|CS420|ENG210|ENG220|ENG310|ENG320|MATH102|MATH202,None,protocols,100.0,17.3,3.61,Networks
STU0183,3.77,70,CS101|CS102|CS201|CS202|CS310|CS340|CS350|CS401|CS450|ENG301|ENG310|ENG320|MATH102|MATH202,None,IoT,94.9,10.5,3.64,Networks
STU0184,2.75,111,CS210|CS220|CS310|CS320|CS410|CS420|CS430|ENG210|ENG320|MATH101|MATH301|MATH310,CS440,testing,99.2,15.6,2.55,Software_Engineering
STU0185,3.22,125,CS210|CS220|CS301|CS302|CS310|CS320|CS420|CS430|ENG101|ENG201|ENG210,None,testing,66.6,21.2,3.16,Software_Engineering
STU0186,3.3,104,CS101|CS201|CS202|CS310|CS320|CS340|CS350|CS420|CS450|ENG301|ENG310|MATH202|MATH310,CS102,IoT,67.8,15.5,3.48,Networks
STU0187,3.09,139,CS340|CS350|CS401|CS450|ENG102|ENG210|ENG310|ENG320|MATH202|MATH310,None,telecommunications,88.0,13.5,2.95,Networks
STU0188,3.51,112,CS210|CS220|CS301|CS310|CS320|CS420|CS430|ENG210|ENG320|MATH202,None,web development,91.5,10.4,3.27,Software_Engineering
STU0189,3.33,74,CS101|CS301|CS302|CS330|CS401|CS420|CS440|ENG210|ENG220|ENG301|ENG320|MATH201|MATH202|MATH301|MATH320,None,statistics,97.3,20.3,3.32,Data_Science
STU0190,3.4,83,CS101|CS210|CS301|CS320|CS340|CS350|CS401|CS450|ENG101|ENG102|ENG210|ENG310|MATH301,None,Azure,86.7,23.0,3.34,Cloud_Computing
STU0191,3.89,104,CS210|CS301|CS302|CS401|CS410|CS430|CS450|ENG301|MATH101|MATH201|MATH301|MATH302,None,robotics,81.5,12.2,3.89,AI
STU0192,2.78,72,CS210|CS302|CS320|CS340|CS350|CS420|CS450|ENG210|ENG310|MATH301,MATH201,cloud,77.6,16.7,2.51,Cloud_Computing
STU0193,3.79,74,CS201|CS220|CS301|CS302|CS401|CS410|ENG102|ENG220|MATH201|MATH301|MATH302,None,deep learning,100.0,22.1,3.55,AI
STU0194,3.6,126,CS201|CS210|CS220|CS310|CS320|CS340|CS350|CS420|CS430|CS450|ENG101|ENG102|ENG210|MATH201,None,web development,100.0,21.0,3.79,Software_Engineering
STU0195,3.1,72,CS202|CS320|CS340|CS350|CS420|CS430|CS450|ENG101|ENG201|ENG310|ENG320|MATH102|MATH201|MATH202|MATH302,None,protocols,84.3,16.6,3.02,Networks
STU0196,3.41,99,CS201|CS210|CS301|CS330|CS340|CS350|CS420|CS430|ENG210|ENG310|ENG320|MATH202,None,Azure,66.3,15.1,3.49,Cloud_Computing
STU0197,3.53,94,CS102|CS202|CS210|CS220|CS320|CS340|CS350|CS450|ENG102|ENG210|ENG310|ENG320|MATH102|MATH202|MATH301,None,networking,94.8,14.6,3.62,Networks
STU0198,2.53,86,CS102|CS210|CS220|CS301|CS310|CS320|CS360|CS420|CS430|ENG201|ENG210|MATH101|MATH202|MATH320,CS101,agile,88.6,10.8,2.45,Software_Engineering
STU0199,2.42,61,CS201|CS202|CS220|CS340|CS350|CS450|ENG310|ENG320|MATH202|MATH310,CS210|CS330|ENG301,wireless,90.1,16.0,2.37,Networks
STU0200,2.52,115,CS101|CS201|CS320|CS340|CS350|CS430|CS450|ENG310|ENG320|MATH201|MATH202|MATH302,CS210|ENG102,routing,82.0,4.3,2.26,Networks
STU0201,4.0,127,CS102|CS220|CS301|CS302|CS330|CS360|CS410|CS440|ENG310|MATH101|MATH201|MATH301|MATH320,None,visualization,76.9,10.7,3.7,Data_Science
STU0202,3.44,103,CS201|CS202|CS340|CS350|CS420|CS450|ENG101|ENG102|ENG201|ENG220|ENG310|MATH202,None,routing,84.5,24.4,3.53,Networks
STU0203,4.0,84,CS101|CS220|CS320|CS340|CS350|CS420|CS450|ENG210|ENG220|ENG301|ENG310|ENG320|MATH101|MATH202,None,AWS,87.1,20.3,3.63,Cloud_Computing
STU0204,2.79,61,CS201|CS210|CS320|CS340|CS350|CS360|CS410|CS450|ENG210|ENG220|ENG310|ENG320,CS102,cryptography,86.6,15.3,2.52,Cybersecurity
STU0205,2.8,102,CS201|CS330|CS340|CS350|CS360|CS440|CS450|ENG210|ENG220|ENG310|ENG320|MATH201,CS420|MATH101,security,100.0,6.7,3.0,Cybersecurity
STU0206,3.82,63,CS201|CS210|CS220|CS301|CS310|CS360|CS420|CS430|ENG210|MATH301|MATH310,None,web development,82.2,23.3,3.9,Software_Engineering
STU0207,3.09,87,CS102|CS220|CS301|CS302|CS310|CS330|CS410|CS430|ENG201|ENG310|MATH201|MATH202|MATH301|MATH302|MATH320,None,robotics,100.0,19.1,3.13,AI
STU0208,3.77,74,CS102|CS301|CS302|CS320|CS340|CS401|CS410|CS430|ENG320|MATH201|MATH301|MATH302,None,machine learning,98.0,18.7,3.73,AI
STU0209,3.07,103,CS210|CS220|CS310|CS320|CS330|CS410|CS430|ENG201|ENG210|ENG220|MATH101|MATH102|MATH201|MATH202,None,web development,100.0,20.0,3.05,Software_Engineering
STU0210,3.68,102,CS101|CS201|CS210|CS350|CS360|CS420|CS450|ENG210|ENG310|MATH102,None,cloud,97.8,22.2,3.49,Cloud_Computing
STU0211,2.68,104,CS220|CS301|CS302|CS320|CS350|CS401|CS410|CS420|MATH201|MATH301|MATH302|MATH310,None,neural networks,79.5,17.2,2.8,AI
STU0212,3.17,83,CS102|CS330|CS340|CS350|CS360|CS410|ENG102|ENG301|ENG310|ENG320|MATH202,None,security,96.6,23.7,3.46,Cybersecurity
STU0213,2.89,122,CS301|CS302|CS320|CS401|CS410|ENG201|MATH202|MATH301|MATH302,None,NLP,97.9,13.4,2.71,AI
STU0214,2.36,74,CS201|CS202|CS301|CS330|CS340|CS360|CS401|CS440|ENG210|ENG320|MATH101|MATH201|MATH202|MATH301|MATH320,ENG310,business intelligence,98.1,14.1,2.48,Data_Science
STU0215,2.53,103,CS202|CS340|CS350|CS360|CS430|ENG210|ENG310|ENG320|MATH202|MATH302,None,IoT,80.6,18.5,2.2,Networks
STU0216,3.96,134,CS210|CS302|CS310|CS320|CS350|CS420|CS430|ENG101|ENG210|MATH201,None,web development,100.0,13.4,4.0,Software_Engineering
STU0217,3.51,74,CS210|CS320|CS340|CS420|CS430|CS450|ENG210|ENG310|MATH302,None,microservices,88.0,17.5,3.12,Cloud_Computing
STU0218,3.54,133,CS101|CS301|CS302|CS310|CS320|CS330|CS350|CS401|CS410|CS440|ENG102|ENG201|MATH201|MATH301|MATH302|MATH320,None,data analysis,81.2,19.7,3.63,Data_Science
STU0219,2.78,134,CS210|CS302|CS320|CS340|CS350|CS450|ENG210|ENG310|MATH301,CS310,containers,68.0,7.4,2.7,Cloud_Computing
STU0220,3.46,95,CS102|CS210|CS220|CS302|CS310|CS340|CS350|CS420|CS450|ENG101|ENG201|ENG210|ENG310|ENG320|MATH301,None,containers,74.8,10.0,3.38,Cloud_Computing
STU0221,2.84,79,CS102|CS202|CS210|CS301|CS302|CS330|CS360|CS401|CS410|ENG210|MATH201|MATH301|MATH302|MATH310,ENG301,computer vision,81.7,10.3,2.63,AI
STU0222,3.48,103,CS101|CS210|CS220|CS301|CS310|CS320|CS350|CS401|CS430|ENG102|ENG210|ENG310|MATH202|MATH302|MATH320,ENG201,testing,70.1,17.9,3.54,Software_Engineering
STU0223,3.6,74,CS301|CS330|CS340|CS360|CS401|CS440|ENG310|MATH301|MATH310|MATH320,CS102,statistics,100.0,17.2,3.58,Data_Science
STU0224,3.02,138,CS301|CS320|CS330|CS401|CS430|CS440|ENG101|MATH201|MATH301,None,ML,98.3,22.8,2.89,Data_Science
STU0225,3.26,83,CS301|CS302|CS350|CS401|CS410|ENG101|ENG102|ENG220|ENG301|ENG320|MATH201|MATH202|MATH301,None,computer vision,76.3,11.7,3.13,AI
STU0226,3.02,87,CS102|CS210|CS220|CS340|CS350|CS420|CS430|CS450|ENG210|ENG220|ENG310|MATH201|MATH202|MATH302,None,AWS,90.1,16.4,3.19,Cloud_Computing
STU0227,2.97,98,CS210|CS301|CS340|CS401|CS420|CS450|ENG102|ENG210|ENG220|ENG310|ENG320|MATH202|MATH310,MATH302,virtualization,75.3,19.0,3.07,Cloud_Computing
STU0228,3.81,109,CS102|CS202|CS340|CS350|CS410|CS440|CS450|ENG101|ENG210|ENG301|ENG310|MATH201|MATH202,None,protocols,100.0,16.2,3.78,Networks
STU0229,2.9,90,CS210|CS220|CS301|CS302|CS310|CS320|CS350|CS401|CS410|CS420|ENG210|ENG310|MATH102|MATH201,None,agile,96.7,21.7,2.86,Software_Engineering
STU0230,3.51,85,CS210|CS301|CS302|CS340|CS350|CS360|CS401|CS420|CS450|ENG102|ENG210|ENG310|MATH310|MATH320,None,Azure,96.5,29.9,3.8,Cloud_Computing
STU0231,2.84,96,CS210|CS220|CS301|CS310|CS320|CS420|CS430|ENG201|ENG210|MATH101|MATH301,CS401,software design,83.3,11.1,3.25,Software_Engineering
STU0232,3.06,107,CS102|CS210|CS220|CS302|CS310|CS320|CS340|CS360|CS401|CS420|CS430|ENG201|MATH301|MATH320,None,testing,80.8,25.1,3.0,Software_Engineering
STU0233,3.02,81,CS102|CS340|CS350|CS360|CS401|CS430|CS450|ENG101|ENG102|ENG310|ENG320|MATH101|MATH301|MATH310,None,firewalls,79.7,15.2,2.92,Cybersecurity
STU0234,3.05,63,CS101|CS102|CS220|CS340|CS350|CS360|CS430|CS440|CS450|ENG201|ENG210|ENG310|MATH202|MATH301|MATH310,None,penetration testing,80.5,12.0,2.97,Cybersecurity
STU0235,3.66,85,CS101|CS301|CS330|CS340|CS401|CS440|ENG101|ENG102|ENG301|ENG310|MATH201|MATH301|MATH320,None,big data,93.3,13.4,3.75,Data_Science
STU0236,2.5,129,CS202|CS340|CS350|CS401|CS420|CS450|ENG220|ENG310|MATH201|MATH202|MATH302,ENG101,networking,65.7,4.4,2.51,Networks
STU0237,3.68,89,CS210|CS220|CS340|CS350|CS401|CS420|CS450|ENG102|ENG210|ENG310|MATH201|MATH202,None,cloud,83.1,20.3,3.97,Cloud_Computing
STU0238,3.78,80,CS220|CS301|CS310|CS330|CS401|CS410|CS440|MATH201|MATH301|MATH302|MATH310,None,deep learning,75.6,24.1,3.64,AI
STU0239,2.79,69,CS101|CS201|CS202|CS210|CS320|CS340|CS350|CS360|CS410|CS420|CS450|ENG310|ENG320|MATH202,CS330,ethical hacking,87.4,8.9,3.19,Cybersecurity
STU0240,3.63,111,CS102|CS201|CS220|CS310|CS340|CS350|CS360|CS420|CS440|CS450|ENG201|ENG310|ENG320|MATH302,None,forensics,100.0,14.8,3.52,Cybersecurity
STU0241,3.45,137,CS102|CS210|CS220|CS310|CS320|CS360|CS410|CS420|CS430|CS440|ENG210|ENG220|MATH201,None,agile,84.7,19.4,3.45,Software_Engineering
STU0242,3.88,89,CS101|CS202|CS302|CS340|CS350|CS410|CS450|ENG201|ENG210|ENG310|ENG320|MATH202|MATH310|MATH320,None,routing,94.8,22.5,3.99,Networks
STU0243,3.41,128,CS340|CS350|CS450|ENG301|ENG310|ENG320|MATH101|MATH202|MATH310,None,penetration testing,75.7,8.4,3.82,Cybersecurity
STU0244,3.48,131,CS220|CS340|CS360|CS410|CS450|ENG220|ENG301|ENG310|ENG320|MATH201|MATH202|MATH310,None,security,84.4,17.4,3.35,Cybersecurity
STU0245,3.19,121,CS210|CS220|CS310|CS320|CS340|CS360|CS420|CS430|ENG101|ENG210,None,DevOps,91.1,15.8,3.18,Software_Engineering
STU0246,3.65,121,CS202|CS301|CS330|CS401|CS440|ENG102|MATH201|MATH202|MATH301|MATH320,CS220,business intelligence,95.7,9.8,3.34,Data_Science
STU0247,2.72,104,CS202|CS210|CS340|CS350|CS401|ENG310|ENG320|MATH102|MATH202|MATH320,None,wireless,93.6,16.0,2.6,Networks
STU0248,3.23,131,CS102|CS340|CS360|CS450|ENG102|ENG301|ENG310|ENG320|MATH202,None,forensics,86.2,15.6,3.23,Cybersecurity
STU0249,3.37,80,CS220|CS310|CS320|CS401|CS420|CS430|ENG101|ENG210|MATH201,None,agile,81.8,24.9,3.5,Software_Engineering
STU0250,4.0,132,CS102|CS202|CS210|CS310|CS340|CS350|CS360|CS450|ENG210|ENG310|MATH202,None,ethical hacking,95.5,21.7,4.0,Cybersecurity
STU0251,3.38,92,CS220|CS301|CS302|CS310|CS330|CS350|CS360|CS401|CS410|CS450|ENG102|ENG220|MATH201|MATH301|MATH302,None,computer vision,80.5,17.8,3.45,AI
STU0252,3.24,136,CS301|CS320|CS330|CS340|CS350|CS401|CS440|CS450|ENG201|MATH102|MATH201|MATH320,None,visualization,100.0,21.5,3.15,Data_Science
STU0253,3.27,60,CS101|CS102|CS301|CS320|CS330|CS360|CS401|CS440|ENG101|MATH301|MATH320,None,ML,73.4,11.6,3.28,Data_Science
STU0254,2.47,124,CS101|CS102|CS202|CS220|CS301|CS330|CS401|CS410|CS440|ENG101|ENG102|ENG320|MATH201|MATH301|MATH302|MATH320,None,visualization,67.3,16.7,2.42,Data_Science
STU0255,2.92,66,CS202|CS210|CS330|CS340|CS350|CS360|CS450|ENG101|ENG210|ENG220|ENG310|ENG320|MATH101|MATH201|MATH202|MATH320,CS302|CS410,IoT,66.5,16.3,2.67,Networks
STU0256,2.96,100,CS201|CS202|CS302|CS340|CS350|CS360|CS440|CS450|ENG102|ENG310|MATH101|MATH201|MATH202|MATH302|MATH310,None,cryptography,84.1,12.2,3.12,Cybersecurity
STU0257,3.81,138,CS210|CS220|CS301|CS310|CS320|CS420|CS430|CS440|CS450|ENG210,None,mobile apps,73.3,17.3,3.64,Software_Engineering
STU0258,3.6,99,CS301|CS320|CS330|CS340|CS350|CS410|CS440|CS450|ENG101|ENG201|ENG301|ENG320|MATH201|MATH301|MATH320,CS420,statistics,70.1,18.8,3.88,Data_Science
STU0259,4.0,134,CS102|CS202|CS210|CS220|CS320|CS330|CS360|CS401|CS420|CS430|ENG210|MATH101|MATH202|MATH302,None,mobile apps,95.8,20.0,4.0,Software_Engineering
STU0260,2.39,65,CS301|CS302|CS310|CS401|CS410|CS420|ENG102|ENG220|MATH201|MATH301|MATH302,CS101,neural networks,81.1,14.6,2.29,AI
STU0261,3.51,62,CS101|CS102|CS202|CS302|CS310|CS340|CS350|CS401|CS420|ENG310|ENG320|MATH101|MATH202|MATH320,None,IoT,100.0,20.1,3.34,Networks
STU0262,3.2,61,CS210|CS220|CS310|CS320|CS410|CS420|CS430|ENG310|MATH102,None,software design,100.0,16.1,3.34,Software_Engineering
STU0263,3.85,127,CS201|CS301|CS302|CS330|CS350|CS360|CS401|CS420|CS440|ENG102|MATH201|MATH301|MATH302|MATH320,None,business intelligence,87.5,16.6,3.77,Data_Science
STU0264,3.24,128,CS201|CS202|CS302|CS340|CS350|CS440|CS450|ENG102|ENG201|ENG220|ENG310|ENG320|MATH201|MATH202,None,networking,100.0,24.5,3.1,Networks
STU0265,2.88,93,CS210|CS220|CS310|CS320|CS360|CS420|CS430|ENG210|ENG220|ENG320|MATH301,CS101,web development,84.2,12.8,2.78,Software_Engineering
STU0266,3.74,85,CS301|CS310|CS330|CS401|CS440|MATH201|MATH301|MATH302|MATH310|MATH320,None,data analysis,89.4,7.4,3.99,Data_Science
STU0267,3.5,134,CS210|CS220|CS301|CS310|CS320|CS330|CS360|CS420|CS430|CS440|ENG101|ENG201|ENG210|ENG220|ENG320|MATH201,None,web development,89.4,11.2,3.37,Software_Engineering
STU0268,3.49,85,CS101|CS301|CS302|CS310|CS320|CS360|CS401|CS410|CS430|ENG301|ENG320|MATH102|MATH201|MATH301,None,deep learning,95.9,20.4,3.74,AI
STU0269,3.14,85,CS201|CS202|CS210|CS220|CS310|CS320|CS350|CS410|CS420|CS430|CS440|ENG210|ENG310|MATH310,None,testing,94.8,12.2,3.07,Software_Engineering
STU0270,2.93,120,CS201|CS210|CS320|CS340|CS350|CS401|CS420|CS450|ENG102|ENG210|ENG310|MATH201|MATH202|MATH301,CS360,virtualization,79.1,10.8,2.68,Cloud_Computing
STU0271,2.71,92,CS101|CS202|CS301|CS330|CS340|CS350|CS360|CS450|ENG310|ENG320|MATH310,MATH301|MATH302,ethical hacking,76.0,11.3,3.08,Cybersecurity
STU0272,4.0,119,CS220|CS340|CS350|CS360|CS401|CS410|CS420|CS450|ENG220|ENG310|ENG320|MATH101|MATH102|MATH202|MATH301|MATH320,None,penetration testing,87.4,21.5,4.0,Cybersecurity
STU0273,2.55,121,CS330|CS340|CS401|CS410|CS420|CS440|ENG102|ENG201|ENG210|ENG310|MATH101|MATH201|MATH301|MATH310|MATH320,None,statistics,81.1,13.0,2.85,Data_Science
STU0274,3.88,77,CS102|CS210|CS340|CS350|CS360|CS410|CS430|CS450|ENG310|ENG320|MATH102|MATH202,None,ethical hacking,77.2,16.5,3.85,Cybersecurity
STU0275,3.35,69,CS202|CS210|CS301|CS330|CS350|CS401|CS440|MATH101|MATH201|MATH301|MATH320,None,ML,93.6,14.7,3.39,Data_Science
STU0276,4.0,67,CS201|CS202|CS301|CS302|CS340|CS360|CS401|CS410|ENG201|ENG301|ENG310|ENG320|MATH301|MATH302,None,machine learning,100.0,20.1,4.0,AI
STU0277,2.49,61,CS301|CS302|CS310|CS320|CS330|CS360|CS401|CS430|CS440|ENG201|MATH201|MATH301|MATH302|MATH320,ENG310,ML,72.5,20.7,1.87,Data_Science
STU0278,3.59,116,CS202|CS301|CS340|CS401|CS420|CS440|CS450|ENG301|ENG310|ENG320|MATH202,None,protocols,89.4,24.8,3.58,Networks
STU0279,3.97,104,CS101|CS102|CS210|CS301|CS302|CS310|CS320|CS340|CS401|CS410|CS440|ENG101|MATH201|MATH301|MATH320,None,computer vision,100.0,16.2,3.93,AI
STU0280,3.12,84,CS210|CS301|CS302|CS330|CS401|CS410|ENG201|ENG310|ENG320|MATH102|MATH201|MATH301|MATH302,None,NLP,100.0,21.6,3.24,AI
STU0281,2.7,77,CS201|CS202|CS301|CS340|CS350|CS450|ENG201|ENG210|ENG220|ENG310|ENG320|MATH101|MATH201|MATH202|MATH310,ENG101,routing,83.1,20.7,2.64,Networks
STU0282,2.93,99,CS301|CS330|CS360|CS401|CS440|ENG210|ENG220|ENG310|MATH201|MATH301|MATH320,CS102|ENG301,big data,71.9,16.0,3.1,Data_Science
STU0283,3.96,139,CS101|CS102|CS301|CS310|CS330|CS350|CS360|CS401|CS440|ENG220|MATH102|MATH201|MATH301,None,business intelligence,94.5,17.6,4.0,Data_Science
STU0284,4.0,122,CS202|CS301|CS302|CS320|CS330|CS401|CS440|ENG201|ENG210|MATH102|MATH201|MATH301|MATH302|MATH320,None,visualization,100.0,23.1,3.98,Data_Science
STU0285,3.65,100,CS102|CS210|CS340|CS350|CS420|CS450|ENG210|ENG220|ENG310|MATH201,None,microservices,85.3,15.1,3.35,Cloud_Computing
STU0286,3.08,83,CS202|CS340|CS410|CS450|ENG102|ENG301|ENG310|ENG320|MATH201|MATH202,None,wireless,75.7,19.9,2.54,Networks
STU0287,3.56,134,CS202|CS210|CS330|CS340|CS350|CS420|CS450|ENG101|ENG210|ENG310|MATH301|MATH310,None,cloud,100.0,5.0,3.41,Cloud_Computing
STU0288,3.41,129,CS201|CS210|CS220|CS302|CS310|CS340|CS350|CS360|CS420|CS450|ENG310|ENG320|MATH101|MATH202|MATH302|MATH310,None,ethical hacking,64.9,9.3,3.37,Cybersecurity
STU0289,3.82,131,CS202|CS210|CS350|CS360|CS420|CS450|ENG210|ENG310|MATH201|MATH301|MATH310,None,cloud,95.9,30.1,3.89,Cloud_Computing
STU0290,3.81,113,CS201|CS220|CS301|CS310|CS330|CS350|CS401|CS430|ENG301|MATH102|MATH201|MATH301|MATH320,None,data analysis,78.3,10.6,3.89,Data_Science
STU0291,3.45,75,CS102|CS201|CS210|CS220|CS310|CS320|CS350|CS401|CS420|CS430|ENG210|ENG301|MATH101,None,DevOps,94.7,18.1,3.68,Software_Engineering
STU0292,3.18,99,CS102|CS201|CS220|CS301|CS330|CS401|CS410|CS440|MATH201|MATH301|MATH302|MATH310|MATH320,None,ML,89.4,20.0,2.83,Data_Science
STU0293,4.0,88,CS101|CS201|CS210|CS310|CS320|CS420|CS430|ENG210|MATH102|MATH202|MATH302|MATH310,None,agile,93.1,10.2,4.0,Software_Engineering
STU0294,3.67,99,CS201|CS301|CS330|CS340|CS350|CS401|CS440|ENG101|MATH301|MATH320,None,data analysis,88.6,10.8,3.67,Data_Science
STU0295,3.62,82,CS102|CS202|CS350|CS401|CS450|ENG201|ENG310|ENG320|MATH101|MATH202,None,networking,95.3,16.2,3.31,Networks
STU0296,3.89,77,CS201|CS301|CS302|CS401|CS410|CS420|ENG320|MATH201|MATH301|MATH302,None,neural networks,71.5,21.9,4.0,AI
STU0297,3.51,113,CS210|CS301|CS320|CS330|CS401|CS440|ENG101|ENG201|ENG210|ENG301|ENG320|MATH301|MATH320,CS202,statistics,88.2,23.6,3.33,Data_Science
STU0298,4.0,127,CS220|CS301|CS320|CS350|CS401|CS410|ENG101|MATH201|MATH301|MATH302|MATH310|MATH320,None,NLP,88.4,23.7,4.0,AI
STU0299,2.92,69,CS101|CS102|CS210|CS220|CS310|CS320|CS420|CS430|CS440|ENG201|ENG220|ENG310|MATH202|MATH310,CS410,web development,91.0,20.0,3.01,Software_Engineering
STU0300,3.42,87,CS201|CS210|CS220|CS310|CS320|CS340|CS410|CS420|CS430|CS440|ENG210|ENG220|ENG310|MATH101|MATH302|MATH310,None,agile,73.3,13.2,3.21,Software_Engineering
